exact_date,exact_time,day_of_week,station,code,delay_min,gap_min,bound,line,vehicle,year,month,day,hour,min,at_station,line_simp,delay_type
2014-01-01,10:25:00 AM,Wednesday,COXWELL,MUTO,5,11,W,BD,5315,2014,1,1,10,25,1,BD,short
2014-01-01,11:04:00 AM,Wednesday,NORTH YORK CENTRE,SUEAS,9,14,S,YU,5411,2014,1,1,11,4,1,YU,short
2014-01-01,11:20:00 AM,Wednesday,DUFFERIN,MUIR,7,12,W,BD,5015,2014,1,1,11,20,1,BD,short
2014-01-01,11:24:00 PM,Wednesday,ST GEORGE,EUDO,3,8,S,YU,5576,2014,1,1,23,24,1,YU,short
2014-01-01,12:04:00 PM,Wednesday,QUEEN,SUO,4,8,S,YU,5681,2014,1,1,12,4,1,YU,short
2014-01-01,12:21:00 AM,Wednesday,VICTORIA PARK,MUPR1,55,60,W,BD,5111,2014,1,1,0,21,1,BD,long
2014-01-01,2:06:00 AM,Wednesday,HIGH PARK,SUDP,3,7,W,BD,5001,2014,1,1,2,6,1,BD,short
2014-01-01,3:10:00 AM,Wednesday,LANSDOWNE,SUDP,3,8,W,BD,5116,2014,1,1,3,10,1,BD,short
2014-01-01,3:20:00 AM,Wednesday,BLOOR YONGE,MUSAN,5,10,S,YU,5386,2014,1,1,3,20,1,YU,short
2014-01-01,3:37:00 PM,Wednesday,QUEEN,MUI,5,9,S,YU,5511,2014,1,1,15,37,1,YU,short
2014-01-01,4:03:00 PM,Wednesday,DUPONT,MUPLB,4,8,N,YU,5536,2014,1,1,16,3,1,YU,short
2014-01-01,6:07:00 PM,Wednesday,KENNEDY,MUIR,5,10,W,BD,5159,2014,1,1,18,7,1,BD,short
2014-01-01,6:39:00 PM,Wednesday,OSGOODE,MUIR,3,7,S,YU,5776,2014,1,1,18,39,1,YU,short
2014-01-01,7:08:00 PM,Wednesday,QUEEN,SUDP,5,9,S,YU,5362,2014,1,1,19,8,1,YU,short
2014-01-01,8:00:00 PM,Wednesday,FINCH,MUNOA,4,8,S,YU,0,2014,1,1,20,0,1,YU,short
2014-01-01,8:48:00 AM,Wednesday,KIPLING,MUNOA,5,0,E,BD,0,2014,1,1,8,48,1,BD,short
2014-01-01,8:49:00 AM,Wednesday,SHEPPARD YONGE,MUNOA,6,12,E,SHP,5276,2014,1,1,8,49,1,SHP,short
2014-01-01,8:55:00 AM,Wednesday,SHEPPARD YONGE,MUNOA,12,18,E,SHP,5282,2014,1,1,8,55,1,SHP,medium
2014-01-01,8:58:00 AM,Wednesday,KENNEDY,MUNOA,5,10,W,BD,0,2014,1,1,8,58,1,BD,short
2014-01-01,9:00:00 AM,Wednesday,JANE,MUNOA,5,0,W,BD,0,2014,1,1,9,0,1,BD,short
2014-01-01,9:00:00 AM,Wednesday,OLD MILL,MUNOA,5,0,W,BD,0,2014,1,1,9,0,1,BD,short
2014-01-01,9:01:00 AM,Wednesday,BLOOR YONGE,MUNOA,3,0,S,YU,0,2014,1,1,9,1,1,YU,short
2014-01-01,9:23:00 AM,Wednesday,SHEPPARD WEST,MUNOA,5,10,S,YU,0,2014,1,1,9,23,1,YU,short
2014-01-01,9:27:00 AM,Wednesday,SHEPPARD WEST,MUNOA,5,10,S,YU,0,2014,1,1,9,27,1,YU,short
2014-01-01,9:28:00 PM,Wednesday,SHEPPARD YONGE,MUNOA,5,10,E,SHP,5358,2014,1,1,21,28,1,SHP,short
2014-01-01,9:32:00 AM,Wednesday,SHEPPARD WEST,MUNOA,5,10,S,YU,0,2014,1,1,9,32,1,YU,short
2014-01-01,9:38:00 AM,Wednesday,BAY,SUDP,5,10,E,BD,5214,2014,1,1,9,38,1,BD,short
2014-01-01,9:49:00 PM,Wednesday,BLOOR YONGE,SUUT,17,22,W,BD,5147,2014,1,1,21,49,1,BD,medium
2014-01-02,10:34:00 AM,Thursday,EGLINTON,TUNIP,3,6,N,YU,5791,2014,1,2,10,34,1,YU,short
2014-01-02,10:38:00 PM,Thursday,YORK MILLS,SUEAS,12,16,S,YU,5711,2014,1,2,22,38,1,YU,medium
2014-01-02,11:25:00 AM,Thursday,SHEPPARD WEST,EUDO,5,9,S,YU,5151,2014,1,2,11,25,1,YU,short
2014-01-02,11:47:00 PM,Thursday,DUPONT,EUDO,4,9,N,YU,5541,2014,1,2,23,47,1,YU,short
2014-01-02,12:12:00 AM,Thursday,MCCOWAN,ERWA,6,12,N,SRT,3027,2014,1,2,0,12,1,SRT,short
2014-01-02,12:38:00 PM,Thursday,ELLESMERE,ERTC,9,15,S,SRT,3016,2014,1,2,12,38,1,SRT,short
2014-01-02,1:20:00 PM,Thursday,EGLINTON,MUNOA,7,11,S,YU,5796,2014,1,2,13,20,1,YU,short
2014-01-02,1:29:00 PM,Thursday,EGLINTON,MUNOA,5,8,S,YU,5431,2014,1,2,13,29,1,YU,short
2014-01-02,1:32:00 PM,Thursday,EGLINTON,MUNOA,8,12,N,YU,5641,2014,1,2,13,32,1,YU,short
2014-01-02,2:21:00 PM,Thursday,UNION,MUPAA,4,7,N,YU,5236,2014,1,2,14,21,1,YU,short
2014-01-02,2:42:00 PM,Thursday,SHEPPARD WEST,MUNOA,8,13,S,YU,5566,2014,1,2,14,42,1,YU,short
2014-01-02,3:35:00 PM,Thursday,LAWRENCE EAST,ERTC,7,11,N,SRT,3017,2014,1,2,15,35,1,SRT,short
2014-01-02,3:49:00 PM,Thursday,MIDLAND,ERTC,5,9,N,SRT,3017,2014,1,2,15,49,1,SRT,short
2014-01-02,4:00:00 PM,Thursday,YORK MILLS,PUSI,3,6,S,YU,5476,2014,1,2,16,0,1,YU,short
2014-01-02,4:06:00 PM,Thursday,YORK MILLS,PUSI,3,6,S,YU,5411,2014,1,2,16,6,1,YU,short
2014-01-02,4:17:00 PM,Thursday,ST CLAIR WEST,MUTO,5,8,S,YU,5576,2014,1,2,16,17,1,YU,short
2014-01-02,4:30:00 PM,Thursday,WILSON,MUNOA,3,7,S,YU,0,2014,1,2,16,30,1,YU,short
2014-01-02,4:41:00 PM,Thursday,DAVISVILLE,PUSIS,3,6,N,YU,5601,2014,1,2,16,41,1,YU,short
2014-01-02,5:55:00 AM,Thursday,EGLINTON,MUNOA,5,0,N,YU,0,2014,1,2,5,55,1,YU,short
2014-01-02,6:13:00 AM,Thursday,SHEPPARD WEST,MUTO,5,10,S,YU,5771,2014,1,2,6,13,1,YU,short
2014-01-02,6:40:00 AM,Thursday,PAPE,MUDD,3,6,W,BD,5210,2014,1,2,6,40,1,BD,short
2014-01-02,7:17:00 AM,Thursday,GREENWOOD,TUNOA,3,6,E,BD,5886,2014,1,2,7,17,1,BD,short
2014-01-02,7:40:00 AM,Thursday,KENNEDY,ERDO,4,9,N,SRT,3021,2014,1,2,7,40,1,SRT,short
2014-01-02,7:56:00 AM,Thursday,KENNEDY,MUSC,3,6,W,BD,5039,2014,1,2,7,56,1,BD,short
2014-01-02,8:05:00 AM,Thursday,NORTH YORK CENTRE,EUPI,5,8,N,YU,5581,2014,1,2,8,5,1,YU,short
2014-01-02,8:17:00 AM,Thursday,FINCH,MUTO,3,6,S,YU,5586,2014,1,2,8,17,1,YU,short
2014-01-02,8:28:00 AM,Thursday,DAVISVILLE,EUDO,8,11,S,YU,5287,2014,1,2,8,28,1,YU,short
2014-01-02,8:39:00 AM,Thursday,EGLINTON,PUTIS,6,9,S,YU,5586,2014,1,2,8,39,1,YU,short
2014-01-02,8:55:00 AM,Thursday,FINCH,MUTO,3,6,S,YU,5561,2014,1,2,8,55,1,YU,short
2014-01-02,9:07:00 PM,Thursday,DAVISVILLE,PUSIS,5,9,N,YU,5486,2014,1,2,21,7,1,YU,short
2014-01-02,9:21:00 PM,Thursday,MCCOWAN,ERWA,6,12,N,SRT,3027,2014,1,2,21,21,1,SRT,short
2014-01-03,10:05:00 PM,Friday,BAYVIEW,MUSC,7,12,E,SHP,5291,2014,1,3,22,5,1,SHP,short
2014-01-03,10:24:00 AM,Friday,FINCH,MUTO,4,7,S,YU,0,2014,1,3,10,24,1,YU,short
2014-01-03,12:04:00 AM,Friday,SHEPPARD WEST,MUSAN,5,10,S,YU,5731,2014,1,3,0,4,1,YU,short
2014-01-03,12:07:00 AM,Friday,DAVISVILLE,SUG,5,10,S,YU,5531,2014,1,3,0,7,1,YU,short
2014-01-03,2:29:00 PM,Friday,VICTORIA PARK,MUPLB,20,23,E,BD,5013,2014,1,3,14,29,1,BD,medium
2014-01-03,2:44:00 PM,Friday,KING,SUDP,4,8,S,YU,5636,2014,1,3,14,44,1,YU,short
2014-01-03,3:11:00 PM,Friday,LANSDOWNE,SUO,7,10,E,BD,5342,2014,1,3,15,11,1,BD,short
2014-01-03,3:18:00 PM,Friday,YORK MILLS,EUDO,3,7,S,YU,5456,2014,1,3,15,18,1,YU,short
2014-01-03,3:25:00 PM,Friday,EGLINTON,PUTTC,3,7,S,YU,5456,2014,1,3,15,25,1,YU,short
2014-01-03,3:38:00 PM,Friday,LAWRENCE EAST,ERTC,10,14,N,SRT,3001,2014,1,3,15,38,1,SRT,short
2014-01-03,4:52:00 PM,Friday,ST CLAIR WEST,EUDO,4,7,S,YU,5436,2014,1,3,16,52,1,YU,short
2014-01-03,5:33:00 AM,Friday,LESLIE,EUECD,8,0,E,SHP,5278,2014,1,3,5,33,1,SHP,short
2014-01-03,5:39:00 PM,Friday,EGLINTON,MUPAA,4,7,N,YU,5666,2014,1,3,17,39,1,YU,short
2014-01-03,5:55:00 AM,Friday,EGLINTON,MUDD,4,9,N,YU,5766,2014,1,3,5,55,1,YU,short
2014-01-03,6:08:00 AM,Friday,BROADVIEW,TUML,7,0,E,BD,5860,2014,1,3,6,8,1,BD,short
2014-01-03,6:09:00 AM,Friday,MCCOWAN,ERTC,3,9,S,SRT,3002,2014,1,3,6,9,1,SRT,short
2014-01-03,6:09:00 AM,Friday,PAPE,TUML,5,10,E,BD,0,2014,1,3,6,9,1,BD,short
2014-01-03,6:40:00 AM,Friday,DUPONT,MUD,3,8,N,YU,5621,2014,1,3,6,40,1,YU,short
2014-01-03,6:45:00 AM,Friday,DUNDAS,EUDO,3,6,S,YU,5491,2014,1,3,6,45,1,YU,short
2014-01-03,6:48:00 AM,Friday,PAPE,EUNT,7,12,W,BD,5039,2014,1,3,6,48,1,BD,short
2014-01-03,6:55:00 PM,Friday,KEELE,MUPLB,27,31,E,BD,5201,2014,1,3,18,55,1,BD,medium
2014-01-03,6:55:00 PM,Friday,QUEEN,SUAE,3,7,S,YU,5481,2014,1,3,18,55,1,YU,short
2014-01-03,7:22:00 AM,Friday,WILSON,EUNEA,3,6,S,YU,0,2014,1,3,7,22,1,YU,short
2014-01-03,7:23:00 AM,Friday,KENNEDY,EUCH,4,7,W,BD,0,2014,1,3,7,23,1,BD,short
2014-01-03,9:40:00 AM,Friday,BROADVIEW,SUDP,4,7,E,BD,5201,2014,1,3,9,40,1,BD,short
2014-01-04,12:34:00 AM,Saturday,PAPE,SUAP,5,10,E,BD,5123,2014,1,4,0,34,1,BD,short
2014-01-04,1:30:00 PM,Saturday,FINCH,TUO,4,8,S,YU,5686,2014,1,4,13,30,1,YU,short
2014-01-04,1:48:00 PM,Saturday,KENNEDY,ERPR,6,12,N,SRT,3019,2014,1,4,13,48,1,SRT,short
2014-01-04,2:44:00 PM,Saturday,DON MILLS,PUCSS,10,15,W,SHP,5352,2014,1,4,14,44,1,SHP,short
2014-01-04,2:45:00 PM,Saturday,EGLINTON WEST,EUDO,3,7,N,YU,5621,2014,1,4,14,45,1,YU,short
2014-01-04,4:08:00 PM,Saturday,GLENCAIRN,TUSC,3,7,S,YU,5581,2014,1,4,16,8,1,YU,short
2014-01-04,5:09:00 PM,Saturday,SPADINA,PUTIJ,4,8,N,YU,5831,2014,1,4,17,9,1,YU,short
2014-01-04,6:09:00 AM,Saturday,EGLINTON,PUSO,4,9,S,YU,5831,2014,1,4,6,9,1,YU,short
2014-01-04,6:47:00 PM,Saturday,SPADINA,PUSTC,3,6,N,YU,5631,2014,1,4,18,47,1,YU,short
2014-01-04,7:18:00 PM,Saturday,SUMMERHILL,MUPAA,3,8,N,YU,5646,2014,1,4,19,18,1,YU,short
2014-01-04,8:23:00 PM,Saturday,CHESTER,SUDP,14,19,E,BD,5123,2014,1,4,20,23,1,BD,medium
2014-01-04,9:09:00 PM,Saturday,ST CLAIR WEST,EUDO,4,9,S,YU,5486,2014,1,4,21,9,1,YU,short
2014-01-04,9:51:00 AM,Saturday,EGLINTON,PUSIS,5,10,,YU,5431,2014,1,4,9,51,1,YU,short
2014-01-05,11:32:00 PM,Sunday,KENNEDY,ERTC,24,29,N,SRT,364,2014,1,5,23,32,1,SRT,medium
2014-01-05,11:47:00 AM,Sunday,ST CLAIR WEST,MUSC,3,8,S,YU,5766,2014,1,5,11,47,1,YU,short
2014-01-05,12:15:00 AM,Sunday,ROYAL YORK,SUG,5,10,E,BD,5186,2014,1,5,0,15,1,BD,short
2014-01-05,12:44:00 PM,Sunday,SHEPPARD YONGE,TUSC,4,10,W,SHP,5352,2014,1,5,12,44,1,SHP,short
2014-01-05,1:27:00 AM,Sunday,EGLINTON,TUO,5,0,S,YU,5726,2014,1,5,1,27,1,YU,short
2014-01-05,3:10:00 PM,Sunday,BLOOR YONGE,MUIR,3,7,S,YU,5296,2014,1,5,15,10,1,YU,short
2014-01-05,3:29:00 PM,Sunday,KIPLING,EUPI,3,8,E,BD,5007,2014,1,5,15,29,1,BD,short
2014-01-05,3:56:00 PM,Sunday,BLOOR YONGE,EUPI,8,13,E,BD,5007,2014,1,5,15,56,1,BD,short
2014-01-05,4:52:00 PM,Sunday,UNION,MUIR,4,8,N,YU,5646,2014,1,5,16,52,1,YU,short
2014-01-05,5:22:00 PM,Sunday,MAIN STREET,MUIR,4,9,W,BD,5212,2014,1,5,17,22,1,BD,short
2014-01-05,6:48:00 PM,Sunday,OSSINGTON,TUST,5,10,E,BD,5111,2014,1,5,18,48,1,BD,short
2014-01-05,6:49:00 PM,Sunday,SHEPPARD WEST,TUST,4,8,S,YU,5272,2014,1,5,18,49,1,YU,short
2014-01-05,7:25:00 PM,Sunday,KENNEDY,TUST,5,10,W,BD,5077,2014,1,5,19,25,1,BD,short
2014-01-05,7:45:00 PM,Sunday,KEELE,SUAP,6,11,E,BD,5099,2014,1,5,19,45,1,BD,short
2014-01-05,7:55:00 PM,Sunday,FINCH,TUST,4,8,S,YU,5139,2014,1,5,19,55,1,YU,short
2014-01-06,10:00:00 PM,Monday,ISLINGTON,PUSIS,3,7,E,BD,5001,2014,1,6,22,0,1,BD,short
2014-01-06,10:34:00 AM,Monday,CASTLE FRANK,TUOS,3,8,W,BD,5177,2014,1,6,10,34,1,BD,short
2014-01-06,11:52:00 PM,Monday,KIPLING,MUTO,5,10,E,BD,0,2014,1,6,23,52,1,BD,short
2014-01-06,1:36:00 PM,Monday,YORKDALE,PUSIS,3,7,S,YU,5661,2014,1,6,13,36,1,YU,short
2014-01-06,2:19:00 PM,Monday,WARDEN,PUSTS,4,8,E,BD,5860,2014,1,6,14,19,1,BD,short
2014-01-06,4:26:00 PM,Monday,SHERBOURNE,MUI,6,9,E,BD,5028,2014,1,6,16,26,1,BD,short
2014-01-06,5:40:00 PM,Monday,OLD MILL,MUIR,10,13,E,BD,5860,2014,1,6,17,40,1,BD,short
2014-01-06,5:48:00 AM,Monday,MCCOWAN,ERTL,4,0,S,SRT,3026,2014,1,6,5,48,1,SRT,short
2014-01-06,5:57:00 AM,Monday,GREENWOOD,MUNOA,3,6,E,BD,0,2014,1,6,5,57,1,BD,short
2014-01-06,5:58:00 AM,Monday,BROADVIEW,EUME,3,0,W,BD,5210,2014,1,6,5,58,1,BD,short
2014-01-06,6:03:00 AM,Monday,MCCOWAN,MRTO,5,11,S,SRT,3026,2014,1,6,6,3,1,SRT,short
2014-01-06,6:16:00 AM,Monday,ROYAL YORK,MUDD,3,8,E,BD,5152,2014,1,6,6,16,1,BD,short
2014-01-06,6:21:00 PM,Monday,EGLINTON,TUO,4,7,N,YU,5506,2014,1,6,18,21,1,YU,short
2014-01-06,6:22:00 PM,Monday,ST GEORGE,MUPAA,5,8,N,YU,5796,2014,1,6,18,22,1,YU,short
2014-01-06,6:43:00 AM,Monday,ROSEDALE,MUO,3,8,N,YU,5826,2014,1,6,6,43,1,YU,short
2014-01-06,6:49:00 AM,Monday,DUNDAS WEST,MUTO,3,6,W,BD,5177,2014,1,6,6,49,1,BD,short
2014-01-06,7:19:00 AM,Monday,EGLINTON,PUSIS,5,10,S,YU,5821,2014,1,6,7,19,1,YU,short
2014-01-06,7:44:00 PM,Monday,LAWRENCE,MUIR,3,7,N,YU,5786,2014,1,6,19,44,1,YU,short
2014-01-06,8:02:00 PM,Monday,FINCH,EUTRD,4,8,S,YU,5786,2014,1,6,20,2,1,YU,short
2014-01-06,8:03:00 PM,Monday,WILSON,TUMVS,3,6,N,YU,5231,2014,1,6,20,3,1,YU,short
2014-01-06,8:27:00 PM,Monday,WILSON,PUSTS,3,6,N,YU,5671,2014,1,6,20,27,1,YU,short
2014-01-06,8:38:00 AM,Monday,MAIN STREET,MUIR,3,6,W,BD,5089,2014,1,6,8,38,1,BD,short
2014-01-06,8:58:00 AM,Monday,QUEEN,MUDD,7,10,S,YU,5421,2014,1,6,8,58,1,YU,short
2014-01-07,10:03:00 PM,Tuesday,FINCH,SUSA,18,23,S,YU,5551,2014,1,7,22,3,1,YU,medium
2014-01-07,10:31:00 PM,Tuesday,DON MILLS,SUBT,29,34,E,SHP,5299,2014,1,7,22,31,1,SHP,medium
2014-01-07,10:58:00 PM,Tuesday,KENNEDY,PUCSS,10,15,W,BD,5096,2014,1,7,22,58,1,BD,short
2014-01-07,11:37:00 AM,Tuesday,ST GEORGE,EUDO,3,7,S,YU,5781,2014,1,7,11,37,1,YU,short
2014-01-07,1:03:00 PM,Tuesday,DAVISVILLE,PUSNT,3,7,S,YU,5229,2014,1,7,13,3,1,YU,short
2014-01-07,1:58:00 PM,Tuesday,UNION,MUO,4,8,S,YU,5786,2014,1,7,13,58,1,YU,short
2014-01-07,3:18:00 PM,Tuesday,KENNEDY,MUWEA,4,8,W,BD,5933,2014,1,7,15,18,1,BD,short
2014-01-07,3:54:00 PM,Tuesday,GLENCAIRN,EUDO,3,6,S,YU,5151,2014,1,7,15,54,1,YU,short
2014-01-07,4:31:00 PM,Tuesday,EGLINTON,EUME,5,8,N,YU,5606,2014,1,7,16,31,1,YU,short
2014-01-07,4:53:00 PM,Tuesday,LAWRENCE EAST,MRTO,5,9,S,SRT,3010,2014,1,7,16,53,1,SRT,short
2014-01-07,5:44:00 AM,Tuesday,MCCOWAN,MRTO,3,0,S,SRT,3004,2014,1,7,5,44,1,SRT,short
2014-01-07,5:59:00 AM,Tuesday,PAPE,TUML,4,8,E,BD,5181,2014,1,7,5,59,1,BD,short
2014-01-07,6:33:00 PM,Tuesday,ELLESMERE,ERTC,10,15,N,SRT,3017,2014,1,7,18,33,1,SRT,short
2014-01-07,6:34:00 PM,Tuesday,YORKDALE,PUSIS,4,7,N,YU,5511,2014,1,7,18,34,1,YU,short
2014-01-07,6:40:00 AM,Tuesday,KIPLING,MUNOA,3,6,E,BD,0,2014,1,7,6,40,1,BD,short
2014-01-07,6:45:00 AM,Tuesday,KEELE,MUDD,3,6,E,BD,5001,2014,1,7,6,45,1,BD,short
2014-01-07,7:16:00 AM,Tuesday,KENNEDY,MUWEA,3,6,W,BD,5933,2014,1,7,7,16,1,BD,short
2014-01-07,7:27:00 AM,Tuesday,YORKDALE,EUDO,4,9,S,YU,5260,2014,1,7,7,27,1,YU,short
2014-01-07,7:33:00 AM,Tuesday,LAWRENCE WEST,MUDD,3,6,S,YU,5260,2014,1,7,7,33,1,YU,short
2014-01-07,7:40:00 AM,Tuesday,WILSON,MUWEA,3,6,S,YU,5281,2014,1,7,7,40,1,YU,short
2014-01-07,7:51:00 AM,Tuesday,DUPONT,EUDO,7,10,S,YU,5260,2014,1,7,7,51,1,YU,short
2014-01-07,8:15:00 AM,Tuesday,MIDLAND,MRWEA,4,9,N,SRT,3007,2014,1,7,8,15,1,SRT,short
2014-01-07,8:30:00 AM,Tuesday,ST ANDREW,MUI,22,25,N,YU,5531,2014,1,7,8,30,1,YU,medium
2014-01-07,8:51:00 AM,Tuesday,QUEENS PARK,MUPAA,3,6,S,YU,5621,2014,1,7,8,51,1,YU,short
2014-01-07,9:49:00 AM,Tuesday,LAWRENCE EAST,MRTO,6,12,N,SRT,3015,2014,1,7,9,49,1,SRT,short
2014-01-08,10:00:00 AM,Wednesday,FINCH,SUPOL,5,8,S,YU,5606,2014,1,8,10,0,1,YU,short
2014-01-08,10:03:00 AM,Wednesday,ST CLAIR WEST,MUSC,5,8,N,YU,5421,2014,1,8,10,3,1,YU,short
2014-01-08,10:42:00 PM,Wednesday,MCCOWAN,MRTO,6,12,N,SRT,3009,2014,1,8,22,42,1,SRT,short
2014-01-08,10:50:00 AM,Wednesday,DON MILLS,PUSI,4,9,W,SHP,5359,2014,1,8,10,50,1,SHP,short
2014-01-08,11:06:00 AM,Wednesday,MCCOWAN,ERTC,5,11,N,SRT,3017,2014,1,8,11,6,1,SRT,short
2014-01-08,11:26:00 PM,Wednesday,LAWRENCE EAST,MRTO,3,9,N,SRT,3017,2014,1,8,23,26,1,SRT,short
2014-01-08,11:36:00 PM,Wednesday,MIDLAND,MRTO,3,9,N,SRT,3017,2014,1,8,23,36,1,SRT,short
2014-01-08,11:46:00 AM,Wednesday,HIGH PARK,MUPLB,14,19,E,BD,5182,2014,1,8,11,46,1,BD,medium
2014-01-08,11:51:00 PM,Wednesday,COXWELL,SUDP,4,9,W,BD,5154,2014,1,8,23,51,1,BD,short
2014-01-08,12:44:00 AM,Wednesday,SHEPPARD YONGE,PUSO,5,11,W,SHP,5275,2014,1,8,0,44,1,SHP,short
2014-01-08,1:08:00 AM,Wednesday,SCARBOROUGH CENTRE,MRTO,9,15,N,SRT,3017,2014,1,8,1,8,1,SRT,short
2014-01-08,1:34:00 PM,Wednesday,CHRISTIE,EULV,4,8,W,BD,5089,2014,1,8,13,34,1,BD,short
2014-01-08,2:20:00 PM,Wednesday,MCCOWAN,MRTO,9,15,N,SRT,3007,2014,1,8,14,20,1,SRT,short
2014-01-08,2:49:00 PM,Wednesday,DONLANDS,PUSIS,3,8,W,BD,5859,2014,1,8,14,49,1,BD,short
2014-01-08,3:02:00 PM,Wednesday,KENNEDY,MRTO,3,9,N,SRT,3021,2014,1,8,15,2,1,SRT,short
2014-01-08,3:50:00 PM,Wednesday,SCARBOROUGH CENTRE,ERTC,9,14,N,SRT,3017,2014,1,8,15,50,1,SRT,short
2014-01-08,4:51:00 PM,Wednesday,MCCOWAN,MRTO,4,9,N,SRT,3019,2014,1,8,16,51,1,SRT,short
2014-01-08,5:03:00 PM,Wednesday,FINCH,MUTO,3,6,S,YU,5761,2014,1,8,17,3,1,YU,short
2014-01-08,5:30:00 PM,Wednesday,MIDLAND,ERTC,3,8,N,SRT,3007,2014,1,8,17,30,1,SRT,short
2014-01-08,6:01:00 AM,Wednesday,BLOOR YONGE,TUSUP,7,0,N,YU,5151,2014,1,8,6,1,1,YU,short
2014-01-08,6:07:00 PM,Wednesday,LAWRENCE EAST,MRTO,3,9,N,SRT,3017,2014,1,8,18,7,1,SRT,short
2014-01-08,6:14:00 AM,Wednesday,DON MILLS,PUSI,4,10,W,SHP,5275,2014,1,8,6,14,1,SHP,short
2014-01-08,6:15:00 AM,Wednesday,MCCOWAN,MRTO,6,10,N,SRT,3006,2014,1,8,6,15,1,SRT,short
2014-01-08,6:40:00 AM,Wednesday,DON MILLS,PUSI,4,10,W,SHP,5278,2014,1,8,6,40,1,SHP,short
2014-01-08,6:50:00 AM,Wednesday,DONLANDS,MUNOA,3,6,W,BD,0,2014,1,8,6,50,1,BD,short
2014-01-08,6:58:00 AM,Wednesday,LAWRENCE EAST,ERTC,4,9,N,SRT,3017,2014,1,8,6,58,1,SRT,short
2014-01-08,7:05:00 AM,Wednesday,MIDLAND,ERTC,5,0,N,SRT,3017,2014,1,8,7,5,1,SRT,short
2014-01-08,7:06:00 AM,Wednesday,WOODBINE,EUBK,3,6,W,BD,5213,2014,1,8,7,6,1,BD,short
2014-01-08,7:08:00 AM,Wednesday,SCARBOROUGH CENTRE,ERTC,7,15,N,SRT,3017,2014,1,8,7,8,1,SRT,short
2014-01-08,7:12:00 PM,Wednesday,MCCOWAN,MRTO,5,11,N,SRT,3021,2014,1,8,19,12,1,SRT,short
2014-01-08,7:14:00 AM,Wednesday,ELLESMERE,MRTO,5,20,N,SRT,3015,2014,1,8,7,14,1,SRT,short
2014-01-08,7:28:00 AM,Wednesday,SCARBOROUGH CENTRE,ERTC,7,25,N,SRT,3015,2014,1,8,7,28,1,SRT,short
2014-01-08,8:02:00 AM,Wednesday,COLLEGE,MUPAA,3,6,N,YU,5681,2014,1,8,8,2,1,YU,short
2014-01-08,8:47:00 AM,Wednesday,LANSDOWNE,EUDO,3,6,E,BD,5052,2014,1,8,8,47,1,BD,short
2014-01-08,8:50:00 AM,Wednesday,DON MILLS,PUSI,4,10,W,SHP,5359,2014,1,8,8,50,1,SHP,short
2014-01-08,9:00:00 AM,Wednesday,DON MILLS,MUSC,4,10,W,SHP,5267,2014,1,8,9,0,1,SHP,short
2014-01-08,9:01:00 AM,Wednesday,ST CLAIR,MUSC,4,7,N,YU,5721,2014,1,8,9,1,1,YU,short
2014-01-08,9:04:00 AM,Wednesday,SPADINA,MUIR,3,6,E,BD,5039,2014,1,8,9,4,1,BD,short
2014-01-08,9:14:00 AM,Wednesday,ISLINGTON,EUSC,5,8,E,BD,5039,2014,1,8,9,14,1,BD,short
2014-01-08,9:16:00 PM,Wednesday,DONLANDS,MUIR,4,8,W,BD,5036,2014,1,8,21,16,1,BD,short
2014-01-09,10:15:00 PM,Thursday,KIPLING,EUNT,6,11,E,BD,5933,2014,1,9,22,15,1,BD,short
2014-01-09,10:21:00 PM,Thursday,BLOOR YONGE,SUDP,5,10,S,YU,5566,2014,1,9,22,21,1,YU,short
2014-01-09,11:22:00 AM,Thursday,MCCOWAN,ERTC,6,12,N,SRT,3021,2014,1,9,11,22,1,SRT,short
2014-01-09,11:40:00 AM,Thursday,WARDEN,TUDOE,21,25,W,BD,5211,2014,1,9,11,40,1,BD,medium
2014-01-09,11:45:00 PM,Thursday,OLD MILL,EUPI,10,15,E,BD,5033,2014,1,9,23,45,1,BD,short
2014-01-09,12:29:00 PM,Thursday,MCCOWAN,ERTC,6,12,N,SRT,3021,2014,1,9,12,29,1,SRT,short
2014-01-09,1:33:00 AM,Thursday,LANSDOWNE,SUDP,13,18,W,BD,5013,2014,1,9,1,33,1,BD,medium
2014-01-09,1:38:00 PM,Thursday,WILSON,MUTD,9,13,N,YU,5781,2014,1,9,13,38,1,YU,short
2014-01-09,2:24:00 PM,Thursday,ST GEORGE,MUO,6,10,E,BD,5035,2014,1,9,14,24,1,BD,short
2014-01-09,2:30:00 PM,Thursday,MCCOWAN,MRNOA,5,10,S,SRT,0,2014,1,9,14,30,1,SRT,short
2014-01-09,2:33:00 PM,Thursday,KENNEDY,MUNOA,5,10,W,BD,0,2014,1,9,14,33,1,BD,short
2014-01-09,2:54:00 PM,Thursday,DONLANDS,EUDO,12,17,W,BD,5020,2014,1,9,14,54,1,BD,medium
2014-01-09,3:16:00 PM,Thursday,DONLANDS,MUNOA,3,6,W,BD,0,2014,1,9,15,16,1,BD,short
2014-01-09,3:18:00 PM,Thursday,MCCOWAN,MRNOA,5,10,S,SRT,0,2014,1,9,15,18,1,SRT,short
2014-01-09,3:50:00 PM,Thursday,BLOOR YONGE,MUIR,4,7,E,BD,5839,2014,1,9,15,50,1,BD,short
