datetime,temp,precip,preciptype,snow,severerisk
2014-03-16,-9.3,0,,0,
2014-03-17,-8.4,0,,0,
2014-03-18,-1.2,0,,0,
2014-03-19,2.9,5.507,rain,0,
2014-03-20,2.3,0.389,rain,0,
2014-03-21,0.2,0,,0,
2014-03-22,1.3,0.893,"rain,snow",0,
2014-03-23,-6.5,0,,0,
2014-03-24,-6.2,0,,0,
2014-03-25,-3.2,0.001,"rain,snow",0,
2014-03-26,-7.1,0,,0,
2014-03-27,-1.2,0.06,"rain,snow",0,
2014-03-28,5.4,3.08,rain,0,
2014-03-29,2.7,0.002,rain,0,
2014-03-30,3.9,0.006,"rain,snow",0,
2014-03-31,5.3,0,,0,
2014-04-01,4.6,0,,0,
2014-04-02,4.3,0,,0,
2014-04-03,1.5,0.435,"rain,snow",0,
2014-04-04,3.1,13.228,rain,0,
2014-04-05,2.7,0.16,rain,0,
2014-04-06,4.6,0,,0,
2014-04-07,5.2,8.101,rain,0,
2014-04-08,6.7,12.164,rain,0,
2014-04-09,6.2,0,,0,
2014-04-10,9.4,0.004,rain,0,
2014-04-11,9.7,0,,0,
2014-04-12,9.8,0.39,rain,0,
2014-04-13,10.8,7.708,rain,0,
2014-04-14,12.6,7.244,rain,0,
2014-04-15,0,8.674,"rain,snow",0,
2014-04-16,-0.8,0,,0,
2014-04-17,3.6,0,,0,
2014-04-18,7.9,0.255,rain,0,
2014-04-19,6,0.195,rain,0,
2014-04-20,7.3,0,,0,
2014-04-21,11.8,0,,0,
2014-04-22,10.2,3.467,rain,0,
2014-04-23,5.9,0.059,rain,0,
2014-04-24,7.1,0,,0,
2014-04-25,7.4,1.793,rain,0,
2014-04-26,6.5,0.367,rain,0,
2014-04-27,7,0,,0,
2014-04-28,9,0,,0,
2014-04-29,6.6,32.27,rain,0,
2014-04-30,5.8,6.095,rain,0,
2014-05-01,9.4,2.569,rain,0,
2014-05-02,9.6,0.003,rain,0,
2014-05-03,9.2,1.639,rain,0,
2014-05-04,10,0.24,rain,0,
2014-05-05,9.5,0.001,rain,0,
2014-05-06,11,0,,0,
2014-05-07,10.1,0.195,rain,0,
2014-05-08,13.1,0,,0,
2014-05-09,14.5,0.401,rain,0,
2014-05-10,17.3,0.2,rain,0,
2014-05-11,15.3,0,,0,
2014-05-12,16.1,0,,0,
2014-05-13,14.3,6.303,rain,0,
2014-05-14,16.3,15.58,rain,0,
2014-05-15,15.1,7.792,rain,0,
2014-05-16,10.5,5.637,rain,0,
2014-05-17,7.9,0,,0,
2014-05-18,10.1,0.988,rain,0,
2014-05-19,13.9,0.355,rain,0,
2014-05-20,15.1,0.994,rain,0,
2014-05-21,14.8,0.246,rain,0,
2014-05-22,16.2,0.002,rain,0,
2014-05-23,13.9,0.017,rain,0,
2014-05-24,17.3,0,,0,
2014-05-25,18.6,0,,0,
2014-05-26,23,0.195,rain,0,
2014-05-27,21.9,6.308,rain,0,
2014-05-28,15.6,0,,0,
2014-05-29,14.7,0,,0,
2014-05-30,18.6,0,,0,
2014-05-31,19.1,0,,0,
2014-06-01,17,0.195,rain,0,
2014-06-02,20.2,0,,0,
2014-06-03,20.9,6.13,rain,0,
2014-06-04,18.3,0,,0,
2014-06-05,15.6,0,,0,
2014-06-06,18,0,,0,
2014-06-07,19.6,0,,0,
2014-06-08,17.9,0.198,rain,0,
2014-06-09,20.5,0.217,rain,0,
2014-06-10,20.3,0,,0,
2014-06-11,18,2.54,rain,0,
2014-06-12,19.7,15.305,rain,0,
2014-06-13,19.6,0.016,rain,0,
2014-06-14,15.6,0,,0,
2014-06-15,16.2,0.195,rain,0,
2014-06-16,17.4,0.441,rain,0,
2014-06-17,19.8,18.36,rain,0,
2014-06-18,21,5.808,rain,0,
2014-06-19,20.4,0.595,rain,0,
2014-06-20,18.3,0.195,rain,0,
2014-06-21,19.5,0,,0,
2014-06-22,20.4,0,,0,
2014-06-23,19.7,2.514,rain,0,
2014-06-24,21.9,2.864,rain,0,
2014-06-25,21.3,27.27,rain,0,
2014-06-26,22.3,3.469,rain,0,
2014-06-27,22.7,0.195,rain,0,
2014-06-28,23.5,0.48,rain,0,
2014-06-29,24.8,5.092,rain,0,
2014-06-30,24.9,1.855,rain,0,
2014-07-01,25.7,1.241,rain,0,
2014-07-02,24,0.004,rain,0,
2014-07-03,19.4,0.632,rain,0,
2014-07-04,18.7,0,,0,
2014-07-05,21.1,0,,0,
2014-07-06,21.6,0,,0,
2014-07-07,21.1,10.122,rain,0,
2014-07-08,20.4,17.58,rain,0,
2014-07-09,19,0.355,rain,0,
2014-07-10,18.1,0,,0,
2014-07-11,19.5,0,,0,
2014-07-12,22.4,0.39,rain,0,
2014-07-13,24.3,7.412,rain,0,
2014-07-14,19.8,0,,0,
2014-07-15,19.6,5.89,rain,0,
2014-07-16,17.6,2.26,rain,0,
2014-07-17,17.7,0.673,rain,0,
2014-07-18,19.3,0,,0,
2014-07-19,18.9,5.011,rain,0,
2014-07-20,20.2,1.841,rain,0,
2014-07-21,22,0.195,rain,0,
2014-07-22,24.1,0,,0,
2014-07-23,21.8,2.166,rain,0,
2014-07-24,18.8,0,,0,
2014-07-25,19.7,0,,0,
2014-07-26,21.2,0.001,rain,0,
2014-07-27,23.5,2.029,rain,0,
2014-07-28,18.2,19.542,rain,0,
2014-07-29,17.6,0.596,rain,0,
2014-07-30,18.4,5.676,rain,0,
2014-07-31,19.5,0,,0,
2014-08-01,21.4,0.007,rain,0,
2014-08-02,21.5,0,,0,
2014-08-03,22.2,0.004,rain,0,
2014-08-04,21.1,2.099,rain,0,
2014-08-05,20.4,0.019,rain,0,
2014-08-06,20.9,0,,0,
2014-08-07,21.4,0,,0,
2014-08-08,20.9,0,,0,
2014-08-09,21.7,0,,0,
2014-08-10,22.1,0,,0,
2014-08-11,22.8,0,,0,
2014-08-12,21.9,20.902,rain,0,
2014-08-13,19.3,0,,0,
2014-08-14,15.5,0,,0,
2014-08-15,17.2,0,,0,
2014-08-16,13.9,0.987,rain,0,
2014-08-17,17.8,0,,0,
2014-08-18,17.2,0,,0,
2014-08-19,17.6,0,,0,
2014-08-20,20,0.659,rain,0,
2014-08-21,20.9,5.472,rain,0,
2014-08-22,20.8,0,,0,
2014-08-23,20.5,0,,0,
2014-08-24,20.8,0,,0,
2014-08-25,21.9,0,,0,
2014-08-26,23.8,0,,0,
2014-08-27,21.4,0,,0,
2014-08-28,18,0,,0,
2014-08-29,18.3,0,,0,
2014-08-30,22.5,1.396,rain,0,
2014-08-31,25.1,0,,0,
2014-09-01,23.3,0.595,rain,0,
2014-09-02,21.4,13.961,rain,0,
2014-09-03,20.9,0,,0,
2014-09-04,23,0,,0,
2014-09-05,24.5,11.396,rain,0,
2014-09-06,19.3,17.695,rain,0,
2014-09-07,17.2,0,,0,
2014-09-08,18.6,0,,0,
2014-09-09,20.1,0,,0,
2014-09-10,20.9,6.493,rain,0,
2014-09-11,17.1,9.273,rain,0,
2014-09-12,12.5,0,,0,
2014-09-13,12,0.599,rain,0,
2014-09-14,12.2,0,,0,
2014-09-15,14.6,4.53,rain,0,
2014-09-16,14.8,0.446,rain,0,
2014-09-17,15,0,,0,
2014-09-18,12.9,0,,0,
2014-09-19,11.2,0,,0,
2014-09-20,18,0.595,rain,0,
2014-09-21,19.7,20.849,rain,0,
2014-09-22,11.5,0.789,rain,0,
2014-09-23,15.1,0,,0,
2014-09-24,16.3,0,,0,
2014-09-25,17.1,0,,0,
2014-09-26,17.1,0,,0,
2014-09-27,18.1,0,,0,
2014-09-28,18.7,0,,0,
2014-09-29,19.1,0,,0,
2014-09-30,17.3,0.001,rain,0,
2014-10-01,15.6,0,,0,
2014-10-02,16.3,0,,0,
2014-10-03,18.1,4.024,rain,0,
2014-10-04,12.1,5.204,rain,0,
2014-10-05,9.4,0,,0,
2014-10-06,13.7,0.392,rain,0,
2014-10-07,13.3,14.265,rain,0,
2014-10-08,11.7,1.559,rain,0,
2014-10-09,10,0.096,rain,0,
2014-10-10,9.6,0,,0,
2014-10-11,8.9,0,,0,
2014-10-12,8.1,0,,0,
2014-10-13,12.4,0.002,rain,0,
2014-10-14,17.8,0,,0,
2014-10-15,15.7,3.033,rain,0,
2014-10-16,15.2,16.765,rain,0,
2014-10-17,13.3,2.441,rain,0,
2014-10-18,10.1,0.004,rain,0,
2014-10-19,5.9,0,,0,
2014-10-20,9,7.033,rain,0,
2014-10-21,9.4,2.386,rain,0,
2014-10-22,8.3,0.059,rain,0,
2014-10-23,10.8,0,,0,
2014-10-24,9.3,0,,0,
2014-10-25,12.7,0,,0,
2014-10-26,10.2,0,,0,
2014-10-27,8.1,0,,0,
2014-10-28,13.8,1.415,rain,0,
2014-10-29,10.3,0.195,rain,0,
2014-10-30,7.2,0,,0,
2014-10-31,6.6,10.606,rain,0,
2014-11-01,2.4,4.83,"rain,snow",0,
2014-11-02,2.9,0,,0,
2014-11-03,9,0,,0,
2014-11-04,11,3.86,rain,0,
2014-11-05,8.5,0.196,rain,0,
2014-11-06,7.8,1.89,rain,0,
2014-11-07,3.1,2.59,rain,0,
2014-11-08,4.6,0.894,rain,0,
2014-11-09,5.2,0.001,rain,0,
2014-11-10,7.4,0.3,rain,0,
2014-11-11,11.6,0.196,rain,0,
2014-11-12,4.4,0.258,rain,0,
2014-11-13,0.7,0.39,"rain,snow",0,
2014-11-14,-0.5,0.195,"rain,snow",0,
2014-11-15,-0.3,0,,0,
2014-11-16,0,0.997,"rain,snow",1.7,
2014-11-17,0.3,7.674,"rain,snow",1,
2014-11-18,-5.4,0.254,snow,0,
2014-11-19,-4.5,2.227,"rain,snow",1.7,
2014-11-20,-3.3,0.022,"rain,snow",1,
2014-11-21,-4.6,0.195,snow,0,
2014-11-22,1.7,1.193,rain,0,
2014-11-23,7.3,0.451,rain,0,
2014-11-24,9.6,15.951,rain,0,
2014-11-25,3,0,,0,
2014-11-26,1.6,0,,0,
2014-11-27,0.2,0.157,"rain,snow",0,
2014-11-28,-3.5,0.002,snow,0,
2014-11-29,1.6,0,,0,
2014-11-30,9.2,0.016,rain,0,
2014-12-01,0.7,0.059,rain,0,
2014-12-02,-3.3,0.199,"rain,snow",0,
2014-12-03,2,0.61,"rain,snow",0.2,
2014-12-04,-1.3,0,,0,
2014-12-05,1.5,0,,0,
2014-12-06,3.4,0,,0,
2014-12-07,-2.7,0,,0,
2014-12-08,1.4,0,,0,
2014-12-09,4,0.001,"rain,snow",0,
2014-12-10,-1.5,0.101,"rain,snow",4.5,
2014-12-11,-3.9,14.489,snow,5.4,
2014-12-12,-0.1,1.492,"rain,snow",1.6,
2014-12-13,2.3,0.574,rain,0,
2014-12-14,3.4,0.255,rain,0,
2014-12-15,3.7,0,,0,
2014-12-16,3.6,4.048,rain,0,
2014-12-17,3.3,5.691,"rain,snow",0,
2014-12-18,-0.5,0.061,"rain,snow",0,
2014-12-19,-2.5,0,,0,
2014-12-20,-2.3,0,,0,
2014-12-21,0.3,0,,0,
2014-12-22,1.1,0,,0,
2014-12-23,4.2,0,,0,
2014-12-24,7.8,7.367,rain,0,
2014-12-25,5,0.944,rain,0,
2014-12-26,4.4,0,,0,
2014-12-27,6.6,0,,0,
2014-12-28,3.2,0.125,rain,0,
2014-12-29,-1,0.001,"rain,snow",0,
2014-12-30,-4.7,0,,0,
2014-12-31,-6.4,0.004,snow,0,
2015-01-01,-4,0,,0,
